
"WF01BEW - Location of usual residence and place of work (OA level)"
"ONS Crown Copyright Reserved [from Nomis on 8 December 2020]"
"Population :","All usual residents ages 16 and over in employment the week before the census"
"Units      :","Persons"
"Date       :","2011"

 ,"place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work","place of work"
"E01014627 : Bristol 021D",0,2,0,1,0,0,0,0,0,1,0,0,0,0,9,1,0,0,8,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,5,0,0,2,0,2,0,1,0,2,2,0,0,2,0,3,2,25,1,7,1,2,1,0,1,9,0,0,0,0,1,1,0,2,2,0,1,0,3,2,0,0,0,0,7,4,4,0,3,0,0,3,4,0,0,5,0,0,10,24,2,14,0,1,1,0,0,2,2,0,2,10,1,0,0,0,0,26,0,2,3,2,2,0,2,4,5,0,0,0,0,1,1,1,0,2,12,2,2,2,1,0,3,29,34,9,15,4,1,0,1,0,0,0,2,1,7,0,0,3,0,6,1,0,1,0,2,0,0,0,0,0,1,1,0,6,0,0,0,7,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,5,1,6,0,0,0,0,0,2,0,1,0,0,3,0,2,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,8,10,24,16,0,6,7,3,3,11,2,5,0,0,1,0
"E01014557 : Bristol 022A",0,0,0,0,0,0,1,0,0,3,1,0,0,1,2,0,0,1,13,1,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,3,0,1,0,0,2,1,0,9,0,0,1,1,0,0,0,0,0,0,1,0,3,0,2,2,0,2,0,2,0,2,3,13,4,2,1,2,1,0,3,9,0,0,0,1,1,14,4,12,7,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,4,1,0,39,42,67,20,20,4,1,0,0,0,1,0,0,1,2,0,0,1,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,15,23,10,2,0,0,0,1,2,2,1,0,0,0,0
"E01014558 : Bristol 022B",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,3,2,0,2,0,1,0,0,0,1,1,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,1,3,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,8,2,1,0,0,0,1,1,17,4,1,4,1,0,0,3,7,0,0,0,0,0,29,0,13,8,16,6,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6,2,4,2,38,53,96,37,29,3,0,0,0,0,2,0,1,0,2,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,15,50,9,1,0,3,0,0,2,0,0,2,0,1,1
"E01014559 : Bristol 022C",0,0,2,1,1,0,0,0,0,1,0,0,1,0,4,1,0,2,16,0,2,0,2,0,0,0,3,4,1,0,0,0,0,0,2,0,0,0,1,1,0,0,3,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,1,0,0,4,0,1,0,0,1,5,3,0,2,6,0,1,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,2,12,26,3,4,4,0,2,1,13,0,0,2,3,1,25,0,19,6,17,10,5,0,0,0,0,0,1,0,0,0,1,1,2,1,0,9,8,7,1,28,48,86,30,26,5,0,0,0,0,0,1,1,2,0,1,0,4,0,1,3,0,1,3,0,0,0,0,0,0,0,1,0,3,0,1,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,21,37,9,1,1,0,1,1,0,1,0,0,0,0,0
"E01014560 : Bristol 022D",0,1,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,14,0,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0,1,1,0,2,2,0,1,2,0,0,0,0,0,3,0,1,0,0,0,0,1,2,0,3,0,0,0,0,1,1,0,1,0,0,7,5,0,1,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0,1,0,2,0,1,6,0,2,0,3,1,0,1,8,11,4,3,0,1,2,1,7,0,0,1,2,1,25,0,12,6,14,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,7,6,8,0,30,51,78,36,35,3,0,0,0,0,0,1,1,1,0,0,0,3,0,1,2,0,0,2,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,3,20,45,9,1,0,2,0,2,3,0,0,0,0,0,0
"E01014562 : Bristol 022E",3,0,0,0,2,0,0,2,0,2,1,0,0,0,2,1,0,2,10,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,1,1,0,0,3,10,0,1,3,0,1,0,1,3,1,0,0,3,0,0,0,0,0,0,0,0,6,0,3,6,2,2,0,0,0,0,2,16,3,3,7,0,3,4,2,6,1,0,0,0,0,29,2,8,5,7,10,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,8,10,9,0,33,51,57,16,26,6,0,0,0,0,0,1,2,0,1,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,13,30,16,2,0,1,1,1,3,2,2,0,0,0,0
"E01014485 : Bristol 023A",1,1,0,1,1,0,0,0,0,1,0,0,1,0,4,1,1,2,10,1,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,2,1,4,0,0,0,0,0,0,0,0,0,8,0,2,0,0,4,0,1,15,0,0,0,0,0,0,1,1,7,2,1,0,3,2,1,0,0,2,0,1,0,0,0,0,0,0,2,8,4,1,1,7,0,3,0,1,3,1,5,0,0,22,9,2,7,29,5,2,1,0,3,24,3,1,5,3,6,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,6,6,0,18,40,48,11,33,5,0,0,0,0,0,1,0,0,1,1,0,2,0,0,3,0,2,0,0,1,0,0,1,0,0,0,1,2,1,1,0,7,2,0,1,0,2,0,0,2,0,0,2,1,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,3,16,15,12,0,2,6,5,5,6,0,3,3,0,2,0
"E01014486 : Bristol 023B",0,0,1,0,1,1,0,1,0,2,0,0,1,1,6,2,0,0,15,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,1,0,2,2,0,0,0,1,1,0,0,0,3,2,3,0,0,4,0,9,5,0,0,0,0,2,0,1,2,2,1,1,1,2,6,0,0,0,1,0,1,0,0,2,0,0,0,6,3,3,5,0,3,0,1,0,0,1,6,2,1,0,5,11,4,9,27,9,5,0,3,1,34,3,5,1,4,2,3,0,0,0,0,0,1,0,0,0,2,3,0,0,0,8,1,0,3,21,70,46,18,34,5,0,0,0,0,1,0,1,3,4,1,0,3,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,16,3,0,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,1,5,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,7,18,28,12,0,8,6,10,6,3,2,0,3,1,0,2
"E01014488 : Bristol 023C",0,0,0,1,2,1,0,0,0,1,1,0,0,0,1,0,0,2,8,1,1,0,0,0,0,4,1,1,0,0,0,1,0,1,0,2,0,0,4,2,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,6,3,5,0,0,3,0,2,2,0,0,0,0,0,0,3,3,3,0,1,2,1,13,0,0,1,3,0,0,0,0,0,0,0,0,4,6,7,4,0,7,0,3,0,0,2,4,4,0,1,7,5,11,15,10,16,5,2,1,5,20,8,8,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,1,24,69,58,18,27,12,0,0,0,0,0,1,2,2,3,0,0,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,7,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,3,0,0,0,0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,5,3,23,23,12,3,2,5,5,6,2,1,1,2,0,1,0
"E01014489 : Bristol 023D",1,0,1,0,2,0,1,1,0,3,0,0,0,3,5,1,1,3,15,1,0,0,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,8,2,0,0,1,0,1,1,6,0,0,0,0,0,2,0,0,0,10,3,2,0,0,3,0,5,7,0,0,0,0,0,2,3,4,5,0,2,1,0,8,0,0,0,2,0,2,0,0,0,0,1,0,5,5,9,10,0,1,0,4,1,1,6,4,7,7,6,9,10,4,22,47,8,2,1,1,3,31,10,3,5,6,2,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,3,3,6,0,19,85,92,21,36,11,0,1,0,0,1,1,0,0,0,0,0,3,0,2,2,0,0,2,2,0,0,0,0,0,0,1,0,3,0,0,0,7,0,1,1,0,0,0,2,2,0,1,2,0,2,1,0,1,3,4,1,2,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,6,21,30,9,1,4,7,0,5,7,4,0,4,0,0,1
"E01033347 : Bristol 023F",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,7,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,3,2,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3,0,1,0,0,2,1,3,1,0,0,3,1,2,15,6,0,1,0,0,30,6,1,2,0,4,2,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,2,3,1,6,69,41,14,26,7,0,0,0,0,0,0,0,1,2,0,0,1,0,2,11,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,9,30,20,1,1,3,2,3,4,1,0,0,0,0,0
"E01033348 : Bristol 023G",0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,3,5,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,4,0,0,0,0,1,2,1,0,0,0,1,1,4,11,9,0,0,1,1,14,2,1,2,1,4,3,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,0,1,8,44,43,13,19,2,0,0,0,0,0,0,2,0,1,1,0,2,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,14,14,1,1,5,2,3,2,0,1,2,0,0,1
"E01033366 : Bristol 023H",1,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,7,1,0,0,0,0,1,1,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,1,0,0,2,1,0,0,0,5,0,0,2,7,2,3,19,11,3,0,1,3,15,2,2,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,2,3,26,25,3,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,8,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,14,10,0,4,7,3,5,2,2,0,0,0,0,0
"E01014539 : Bristol 025A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,2,0,0,2,0,0,1,4,0,1,2,1,0,0,0,0,1,8,1,0,1,3,0,1,0,0,0,0,0,0,4,0,2,1,0,2,0,1,0,0,4,6,1,1,5,3,0,2,2,11,3,0,1,0,6,20,1,12,6,5,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1,4,1,35,44,102,21,31,4,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,1,6,3,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,8,15,37,9,2,2,0,1,2,2,2,1,1,0,0,0
"E01014561 : Bristol 025C",0,1,0,0,1,0,2,0,0,3,0,0,0,1,3,0,0,0,16,0,0,0,0,0,0,0,3,3,0,0,0,2,0,1,0,0,0,0,3,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,3,0,1,0,0,3,1,0,2,1,1,0,1,0,4,0,0,1,2,0,0,0,0,0,0,2,0,4,0,3,8,2,3,0,3,1,0,3,13,8,2,2,3,2,0,4,12,2,0,0,4,3,22,3,7,8,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,4,6,0,32,52,86,23,27,6,0,0,0,0,1,0,2,2,2,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,4,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,20,34,12,2,0,1,0,0,5,0,1,0,0,1,1
"E01014563 : Bristol 025D",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,16,0,0,0,4,0,0,0,2,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,7,0,0,0,2,2,0,2,0,0,2,0,0,1,0,1,4,0,1,2,0,2,4,0,0,0,1,0,1,0,0,2,0,0,0,3,1,4,1,0,5,0,3,2,0,5,8,4,2,2,1,0,2,6,19,0,0,1,1,6,30,7,8,6,5,9,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,2,7,0,37,81,90,27,38,8,0,0,0,0,0,1,0,2,0,0,0,4,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,22,35,21,1,0,3,2,0,3,0,0,1,0,0,0
"E01033342 : Bristol 025E",0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,3,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,1,0,3,0,1,0,0,3,3,1,0,0,1,0,0,4,6,0,0,1,1,0,45,1,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,3,1,6,67,107,11,22,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,16,23,27,1,1,0,1,1,2,0,0,0,0,0,0
"E01033367 : Bristol 025F",0,0,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,3,0,0,0,1,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,1,2,0,0,0,0,1,0,1,3,1,1,1,0,0,2,0,0,0,2,1,0,0,0,2,0,1,0,4,0,3,2,0,0,0,2,0,0,3,5,3,0,0,1,2,3,3,15,2,1,4,1,0,20,11,3,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,6,1,16,40,47,5,29,3,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,9,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,18,16,13,0,0,1,2,2,2,1,2,3,0,1,0
"E01014551 : Bristol 026A",0,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,9,2,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,2,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,10,7,2,1,5,1,0,2,6,1,0,1,0,2,23,1,10,12,8,24,3,1,0,0,0,0,1,0,0,0,0,0,1,1,0,5,8,19,0,23,57,90,34,35,8,0,0,0,0,0,0,1,2,0,0,0,4,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,3,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,24,38,10,0,0,0,1,1,2,0,0,0,0,0,0
"E01014552 : Bristol 026B",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,3,0,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,7,0,0,0,1,1,0,2,11,3,1,1,0,0,0,1,5,0,0,2,2,1,23,0,10,17,7,9,2,0,0,0,0,0,2,0,0,0,0,0,0,1,2,12,5,11,0,23,46,89,37,28,4,0,0,0,0,1,0,0,1,2,0,0,4,0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,26,49,11,0,0,0,0,3,4,0,0,0,0,0,0
"E01014553 : Bristol 026C",0,0,0,0,1,0,1,0,0,3,0,0,0,1,3,0,0,0,10,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,1,0,0,2,2,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,2,0,1,0,13,13,3,3,3,1,0,0,7,1,0,0,0,0,20,1,15,4,29,7,3,0,0,0,0,1,0,0,0,0,1,0,1,2,0,10,10,10,1,38,55,80,25,36,4,0,0,0,0,1,0,0,0,4,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,5,17,52,8,1,4,4,1,0,1,1,0,0,1,0,1
"E01014554 : Bristol 026D",1,0,0,0,1,0,1,1,0,1,0,0,0,2,3,0,1,1,4,0,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,3,8,2,0,0,2,0,2,10,2,0,1,2,0,26,1,14,8,5,23,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,10,12,14,2,36,72,91,24,26,5,0,0,0,0,1,0,2,1,2,1,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,4,3,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,3,36,47,9,0,0,3,0,1,1,0,0,1,0,0,1
"E01014556 : Bristol 026E",2,0,0,0,1,1,1,1,0,1,0,0,1,0,2,0,0,0,13,2,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,1,2,0,1,0,0,0,1,0,2,0,0,1,8,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,1,0,2,9,3,3,3,1,1,1,0,11,1,0,0,0,0,12,2,4,10,11,13,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,17,4,7,2,31,60,69,29,28,3,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,4,0,0,0,4,0,0,1,0,2,1,0,0,0,0,4,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,5,28,47,4,0,1,1,1,3,2,1,0,0,1,0,0
